month,day,eol_per,hid_per,solFot_per,solTer_per,termRenov_per,Nuclear_per,Demand_per
9,28,-0.29213377029111604,-0.4343982875065513,0.11476044429456891,0.23861845839278792,0.022074611940178554,0.049504309298190864,-0.038970480889420546
9,29,-0.29283151890682224,-0.4423602133669436,0.11791593735009495,0.23200741065331001,0.022807564095576032,0.04527665488420634,-0.0408831772745189
9,30,-0.2926381545356992,-0.4498820212036394,0.11856706744973793,0.22197634865213758,0.02344367964632337,0.040910110010129806,-0.04276773649244904
10,1,-0.29141132465050634,-0.4568899395597703,0.1164793225588224,0.2083445344837177,0.023959794672522232,0.036424258164714444,-0.044631367938720815
10,2,-0.2890124194452099,-0.463315213767127,0.11147422818541716,0.1910054896179177,0.02433491730230559,0.0318379764069031,-0.046478494875269255
10,3,-0.285309657626162,-0.4690946322119051,0.10343422933913524,0.16993007910333152,0.024550782790410657,0.02716904296706825,-0.04831036503941337
10,4,-0.2801811921372431,-0.474171029953454,0.09230600895824062,0.14516749056664036,0.024592353736573022,0.022433741826742723,-0.05012482304797963
10,5,-0.2735185569958448,-0.47849343607893285,0.07810298684613336,0.11684586933396665,0.024448252299816533,0.017646802087658148,-0.05191612621927314
10,6,-0.2652294519280657,-0.4820177283381353,0.060904915996006295,0.08516820772198395,0.02411111397034916,0.012820854359736903,-0.053675119977332236
10,7,-0.25524096772280863,-0.48470662067660686,0.04085712954621067,0.05040927397529371,0.023577842006690077,0.007966504208288561,-0.055389349132388244
10,8,-0.24350232912516143,-0.4865298894257006,0.01816761698599586,0.01290948320866233,0.022849767070510108,0.003092204249410188,-0.057043411607794296
10,9,-0.22998722960254264,-0.48746447613512894,-0.006897612176460805,-0.026932988106365498,0.021932687596297986,-0.0017958044521954079,-0.05861943212530152
10,10,-0.21469660860120737,-0.48749448714975263,-0.03401909542490236,-0.06866911325932591,0.020836857620910337,-0.006693198661290535,-0.06009755132255667
10,11,-0.19765940133780097,-0.4866112272961022,-0.06283270194863179,-0.11181172646494311,0.019576757445296914,-0.01159777925389164,-0.061456680002259435
10,12,-0.17893432069840812,-0.48481305086713605,-0.09293665071082792,-0.15584455150132218,0.01817086297980342,-0.01650905212774569,-0.06267512820585204
10,13,-0.1586103203582941,-0.48210521823864766,-0.12390085644934501,-0.20023414581424412,0.016641265870288184,-0.021428038586277908,-0.06373135893852025
10,14,-0.13680658860538603,-0.4784996716054983,-0.15527669077535308,-0.2444417592697576,0.015013212741257716,-0.026356984411977803,-0.06460472723591099
10,15,-0.11367161788671898,-0.47401468799003277,-0.1866075539606043,-0.2879357610891141,0.013314545572713167,-0.03129909049907708,-0.0652762019402782
10,16,-0.08938296558320954,-0.46867474008714743,-0.21743783355397978,-0.33020134377928256,0.011575176297864647,-0.03625793158062015,-0.06572900141723131
10,17,-0.06414364592321978,-0.4625097602642329,-0.2473254333302274,-0.3707547516936349,0.00982631391857925,-0.04123743096282259,-0.06594922902844681
10,18,-0.03818052572764736,-0.4555548463892503,-0.27585034503299144,-0.4091516750704478,0.00809985559258788,-0.046241258529363886,-0.06592632985799513
10,19,-0.011740770290204653,-0.4478496566671678,-0.30262447223829214,-0.44499714906309806,0.006427665615544042,-0.051272518968225135,-0.06565347308514825
10,20,0.014912345147301255,-0.4394376856525897,-0.32730056114658984,-0.47795405344049413,0.0048408596617024405,-0.056333455963349474,-0.06512778636295119
10,21,0.0415026022984676,-0.4303659780770474,-0.34957872707602744,-0.5077483125859564,0.0033692011822193386,-0.061424886447153534,-0.06435048379818673
10,22,0.06774754124792103,-0.42068380513667475,-0.3692146148295724,-0.534176281081403,0.0020403542344619905,-0.06654625182630292,-0.06332678435353259
10,23,0.09336242343873394,-0.4104422587404019,-0.3860233144676529,-0.557106566665638,0.0008793777295364885,-0.0716951224742713,-0.0620657431123444
10,24,0.11806598035893565,-0.39969333195632584,-0.3998832690366438,-0.5764820391816349,-9.180329542158249e-05,-0.07686703831681055,-0.06057991767450238
10,25,0.141585981580051,-0.3884890652797707,-0.4107383260457876,-0.5923196456253076,-0.0008548240570042894,-0.08205533942750194,-0.05888491164746941
10,26,0.1636650508524899,-0.3768805425045743,-0.41859826350205726,-0.6047085791110824,-0.0013952176387421605,-0.08725110814061378,-0.05699878397424385
10,27,0.18406510295803855,-0.3649175662365574,-0.42353731465552175,-0.6138060919564438,-0.0017026240993122635,-0.09244286366158462,-0.05494147984208167
10,28,0.20257406197511296,-0.3526470036741666,-0.4256920073764138,-0.6198331119084607,-0.0017709539879322443,-0.09761691137826063,-0.052733974239797546
10,29,0.2190096110476948,-0.34011250893788875,-0.4252565848604332,-0.6230669563402469,-0.001598379329640301,-0.10275714347269854,-0.05039759251595858
10,30,0.2332237314758264,-0.3273536367986111,-0.4224775740586509,-0.6238335749939145,-0.0011872545429848934,-0.10784519040892479,-0.04795321431319162
10,31,0.24510634370523054,-0.31440516488122444,-0.41764704046953954,-0.6224986013043541,-0.0005439292163567826,-0.11286055956815223,-0.04542051759160671
